age,sexe,vols_betail,injustice,mal_gouvernance,religion,pauvrete,mimetisme,politique,ignorance,probleme_education,egoisme,conflit_ethnique,chomage,orgueil
16,Femme,4,6,2,6,7,4,6,2,7,1,1,2,2
22,Homme,2,4,1,5,7,3,3,1,1,4,5,1,7
32,Homme,5,3,5,4,6,4,4,5,3,1,1,1,4
24,Homme,2,3,4,3,3,1,5,1,5,5,3,2,5
33,Homme,5,6,3,1,3,7,6,7,7,5,1,1,5
24,Femme,2,5,7,5,5,3,7,2,5,4,3,5,2
70,Homme,2,4,4,6,1,4,5,1,6,5,3,2,6
43,Homme,6,7,2,2,7,2,7,3,4,1,1,7,2
24,Homme,3,4,5,2,6,5,6,4,7,1,5,5,6
66,Homme,5,3,3,6,1,2,4,5,3,3,1,6,1
36,Homme,3,5,2,3,7,2,5,6,6,4,6,3,1
18,Homme,3,4,4,3,4,7,2,6,6,5,5,6,5
46,Homme,5,3,6,1,4,2,7,4,7,5,6,4,2
28,Femme,3,2,4,1,6,4,3,3,5,4,4,6,3
19,Homme,6,2,4,1,2,7,2,1,2,2,4,7,5
31,Homme,4,3,2,6,5,7,5,5,3,4,6,3,1
21,Homme,3,3,6,6,7,2,5,7,3,5,1,7,2
55,Homme,3,1,2,7,1,7,2,6,3,7,1,1,4
35,Homme,3,2,7,4,7,4,2,4,3,1,5,2,6
56,Homme,2,5,1,7,3,6,4,4,4,3,2,6,1
64,Homme,4,7,5,3,3,2,7,7,6,1,2,1,3
56,Homme,4,6,3,5,4,2,6,7,5,5,6,1,5
62,Femme,6,7,2,6,4,7,6,7,2,3,2,6,5
21,Homme,4,5,3,1,2,2,7,5,3,3,5,7,7
29,Femme,3,1,1,6,6,1,5,6,5,6,1,2,1
26,Homme,5,3,7,7,4,4,6,6,4,2,5,3,2
27,Homme,7,4,3,3,2,1,5,2,5,5,5,2,4
70,Homme,2,7,2,1,4,7,7,7,4,2,4,1,4
17,Homme,5,6,2,2,7,3,6,3,2,2,4,3,5
53,Femme,5,1,2,4,5,7,6,6,1,3,2,5,5
55,Homme,4,6,7,6,1,6,7,1,6,3,1,4,4
46,Homme,7,2,5,3,5,6,4,5,4,1,5,2,1
16,Homme,4,6,1,5,4,6,4,2,3,5,6,4,3
32,Homme,3,3,7,3,3,7,7,7,1,7,7,3,3
32,Homme,6,4,2,4,3,4,5,7,1,1,6,1,6
18,Homme,4,7,7,3,2,5,2,2,5,4,7,4,6
40,Femme,5,6,6,6,3,5,2,6,1,5,4,4,3
28,Homme,2,7,5,2,6,6,1,3,1,2,5,3,6
57,Homme,4,6,7,6,7,3,1,3,4,1,3,7,1
56,Femme,3,5,7,2,3,6,6,7,7,4,7,7,5
66,Homme,2,2,1,1,7,4,2,4,5,2,2,5,7
23,Homme,6,3,2,4,2,7,5,6,3,1,7,2,1
60,Homme,1,5,6,3,6,7,7,7,6,3,3,5,7
51,Homme,7,5,3,7,2,5,7,5,2,6,7,3,2
68,Femme,5,6,1,1,1,4,1,6,7,7,2,7,6
61,Homme,1,4,4,6,3,5,3,5,7,5,3,3,6
38,Femme,4,4,6,7,6,6,3,7,5,6,4,7,4
22,Femme,5,5,7,6,4,6,1,2,5,6,6,4,3
40,Homme,2,1,1,4,2,7,6,5,3,1,7,5,2
50,Homme,2,6,7,1,2,5,1,6,7,3,3,3,2
69,Femme,4,2,3,2,1,6,7,4,2,7,2,7,6
30,Femme,7,3,4,1,5,7,1,6,3,7,7,3,5
56,Homme,5,5,5,7,2,4,2,3,3,7,4,1,4
26,Femme,6,3,6,3,3,2,4,1,5,4,3,7,1
69,Homme,5,4,4,5,1,6,6,5,7,3,7,5,5
55,Femme,4,2,5,2,6,6,5,7,6,5,3,6,2
54,Femme,4,3,6,7,7,3,1,4,1,5,2,4,5
45,Homme,2,7,7,7,4,5,2,7,2,2,2,6,6
62,Femme,6,5,2,2,2,6,1,2,1,7,3,1,7
55,Homme,2,1,7,4,3,7,7,3,1,7,3,6,5
64,Homme,2,5,7,2,3,7,2,3,7,2,3,6,1
42,Homme,2,2,3,1,4,4,7,2,6,6,1,5,4
14,Homme,6,3,7,1,2,7,2,7,2,4,6,2,6
27,Femme,4,4,4,3,3,1,5,1,6,2,2,6,2
33,Homme,3,6,2,1,2,3,5,1,4,2,1,3,7
39,Homme,6,2,4,3,6,5,3,4,1,7,1,2,5
21,Homme,2,7,4,2,5,4,6,7,4,7,1,1,3
44,Femme,7,1,6,7,3,3,3,1,3,6,3,5,7
28,Homme,6,7,1,4,3,5,4,1,7,3,6,5,3
70,Homme,2,7,4,1,4,7,6,7,3,4,1,5,4
25,Homme,1,4,7,1,7,3,5,1,7,7,4,3,5
29,Homme,3,6,5,6,4,2,3,4,2,2,3,7,5
68,Homme,7,5,3,5,1,3,6,6,1,7,6,1,6
55,Femme,6,4,3,7,4,6,5,7,7,2,7,2,3
40,Homme,6,6,1,2,1,5,3,1,6,6,6,5,5
15,Homme,4,2,3,2,1,1,2,7,2,5,6,7,7
17,Homme,4,5,1,3,2,1,2,6,6,3,7,6,3
41,Femme,7,7,6,5,5,3,2,7,7,4,3,4,4
31,Homme,3,1,7,4,1,7,3,4,3,6,6,5,5
51,Femme,2,1,7,7,4,5,1,4,3,1,7,4,6
44,Homme,7,1,4,3,6,4,7,7,2,6,2,1,6
53,Homme,6,3,6,1,6,6,4,4,6,3,4,2,6
40,Homme,4,5,6,2,1,1,1,2,4,7,2,5,6
65,Homme,6,4,6,1,7,4,1,4,7,7,5,1,4
41,Femme,5,6,4,1,6,1,1,4,5,6,5,5,2
41,Homme,1,4,2,4,1,7,2,7,7,2,2,6,4
14,Homme,4,2,3,7,7,2,2,4,5,2,2,1,5
70,Homme,1,5,3,1,7,5,4,3,5,4,2,7,4
19,Homme,4,2,3,4,3,2,3,6,6,3,7,7,1
25,Homme,6,6,5,5,5,6,5,5,4,3,7,4,6
65,Femme,3,5,1,5,5,1,2,5,1,1,7,7,1
13,Homme,2,3,1,5,5,2,2,3,6,7,4,7,4
18,Femme,2,7,1,4,1,7,7,5,6,2,6,2,6
17,Homme,4,6,7,4,7,7,4,1,6,5,4,5,3
66,Homme,4,2,3,6,4,5,1,1,3,3,4,4,4
42,Homme,2,5,3,3,4,7,7,4,1,4,4,7,3
61,Homme,7,6,1,6,7,6,2,4,1,6,4,3,6
33,Homme,6,2,4,6,7,3,6,6,1,6,2,1,6
48,Homme,6,7,6,7,6,1,1,4,7,2,1,6,5
63,Femme,7,2,5,3,5,7,4,4,3,1,4,7,3
20,Homme,5,1,2,6,3,1,5,5,3,4,2,6,7
19,Homme,4,3,2,4,2,3,5,5,7,6,6,7,2
70,Homme,6,7,3,2,4,1,2,1,7,5,2,3,3
20,Homme,2,6,1,3,5,3,3,3,5,1,3,5,7
28,Homme,1,5,6,5,2,5,6,5,6,7,7,5,6
69,Homme,2,1,6,4,5,3,1,1,7,4,4,4,2
23,Femme,2,6,6,4,1,4,2,6,6,6,4,1,4
50,Homme,7,4,3,4,6,1,5,6,4,4,1,4,6
13,Homme,3,5,1,7,1,4,6,6,5,1,2,5,2
68,Homme,2,6,1,3,2,5,6,5,5,1,5,5,2
41,Homme,5,1,2,3,3,2,5,2,7,7,6,2,3
21,Homme,3,1,3,2,1,1,7,5,6,3,2,6,3
29,Femme,4,1,6,6,7,4,1,3,6,4,2,2,7
68,Homme,6,3,1,1,3,2,5,5,3,6,4,7,4
44,Femme,5,6,1,4,3,5,4,3,6,6,1,4,3
25,Homme,5,5,3,4,7,7,7,3,2,2,3,6,2
13,Homme,7,6,6,1,3,6,1,5,7,3,4,6,5
13,Homme,6,5,6,3,4,5,1,6,6,2,7,7,2
44,Femme,3,2,5,1,3,2,3,7,2,6,5,3,5
40,Homme,6,5,5,6,7,4,5,3,6,4,3,3,5
36,Homme,3,6,6,5,1,2,5,1,1,7,7,7,3
66,Homme,1,5,4,3,3,4,2,1,6,7,6,6,2
22,Homme,2,4,2,6,3,4,3,6,2,5,7,3,3
70,Homme,1,4,2,2,5,5,4,4,1,4,3,1,2
25,Homme,7,6,5,4,6,2,6,6,7,7,7,6,3
35,Homme,1,2,2,2,2,7,3,5,1,4,7,7,2
15,Homme,3,1,6,1,7,7,1,2,5,6,3,5,3
62,Homme,6,3,5,1,3,7,2,7,6,7,4,1,4
30,Homme,6,7,2,7,4,4,2,6,6,6,3,5,3
24,Homme,2,5,7,3,4,2,6,5,3,6,6,6,1
38,Femme,5,7,6,6,7,3,6,5,2,1,6,5,6
29,Homme,2,5,7,2,5,6,3,4,6,6,3,6,3
37,Homme,1,4,4,7,2,5,2,5,3,2,1,5,6
29,Femme,1,6,3,5,5,2,7,3,7,3,4,4,2
64,Femme,4,1,4,7,7,3,5,3,7,1,2,2,2
40,Homme,7,4,6,1,1,3,1,2,6,2,1,6,7
63,Femme,3,7,4,3,3,7,6,3,1,2,6,1,6
46,Femme,4,3,7,3,2,4,2,5,1,3,2,6,1
38,Homme,1,2,5,4,4,6,6,4,6,2,5,3,1
48,Homme,6,5,3,7,6,6,1,6,3,2,5,4,5
18,Femme,1,7,5,6,6,7,3,4,5,3,1,4,4
65,Homme,4,4,6,6,6,6,7,7,5,7,6,3,2
43,Homme,6,3,7,5,6,5,5,7,7,1,2,4,6
46,Homme,1,5,2,1,4,1,3,1,1,6,4,4,6
20,Homme,7,2,2,7,6,5,3,4,5,4,6,6,5
56,Homme,6,1,7,4,6,7,6,6,1,4,3,7,3
35,Homme,3,1,4,6,3,3,7,2,2,5,6,4,7
67,Homme,3,7,1,2,5,4,6,2,7,1,4,1,7
40,Homme,4,1,6,2,6,1,7,6,7,5,7,3,1
59,Homme,6,5,2,5,7,5,1,3,3,3,5,7,6
52,Homme,2,4,1,3,7,5,6,4,3,3,3,6,5
14,Homme,5,4,5,2,5,3,6,1,3,3,1,4,1
62,Homme,2,7,2,5,3,1,4,2,7,4,4,1,6
59,Homme,4,2,2,1,7,1,2,7,7,7,5,6,5
14,Homme,6,7,2,1,6,4,3,3,1,4,4,6,1
35,Homme,4,7,3,2,3,7,5,1,2,7,3,2,4
17,Homme,2,4,7,2,2,1,1,7,1,6,5,2,1
62,Homme,3,7,7,2,7,4,7,2,1,2,5,7,5
31,Homme,3,1,6,2,2,4,3,5,1,4,5,4,5
42,Homme,7,3,5,5,6,6,3,5,3,7,4,3,2
50,Homme,7,5,3,3,5,1,3,2,6,6,3,5,5
42,Homme,5,6,1,4,2,6,3,5,5,3,2,7,3
13,Homme,1,7,3,7,7,3,1,6,2,2,7,5,2
17,Femme,2,3,6,1,4,7,7,5,2,5,5,4,3
40,Homme,1,2,4,7,1,3,1,1,5,5,5,2,2
22,Femme,6,7,6,2,2,5,7,4,5,5,7,2,7
42,Femme,7,6,1,3,2,7,3,6,4,3,1,4,4
24,Homme,1,5,4,7,7,1,2,7,4,3,2,4,2
40,Homme,6,7,3,4,2,2,2,3,2,6,1,5,5
43,Homme,3,4,5,5,3,1,2,1,1,4,4,6,2
24,Homme,2,3,2,2,7,2,6,1,7,4,7,6,1
35,Femme,5,2,4,2,2,3,5,6,5,2,5,5,3
58,Homme,4,2,4,2,5,5,7,2,7,1,2,1,1
27,Homme,6,3,2,2,2,1,3,3,5,5,6,2,7
58,Homme,3,3,1,5,6,7,4,3,4,5,7,6,7
17,Homme,5,1,3,1,3,2,7,4,6,1,7,4,7
19,Femme,3,3,3,7,4,5,5,7,6,2,6,6,3
14,Homme,7,3,1,3,4,1,3,2,4,7,3,6,7
15,Homme,6,3,1,3,2,6,3,3,6,5,1,1,6
46,Femme,2,1,3,2,2,7,2,3,4,7,7,7,5
14,Homme,1,6,2,6,1,2,6,6,1,3,1,7,7
29,Homme,5,2,7,7,4,6,1,4,4,6,3,6,7
15,Homme,7,5,2,1,2,3,4,1,1,2,3,7,7
36,Homme,2,7,2,6,5,1,2,2,2,6,4,3,7
40,Homme,6,6,4,6,2,4,3,4,3,6,7,6,5
66,Homme,3,6,3,4,1,5,5,5,3,5,3,5,6
68,Homme,4,1,1,7,2,4,7,2,6,1,1,1,4
65,Homme,1,1,7,6,7,6,2,6,4,3,5,7,3
21,Homme,7,7,4,3,2,4,5,5,7,1,1,6,7
67,Femme,5,3,7,2,4,5,3,3,7,6,5,6,3
15,Femme,5,4,7,2,7,3,6,4,2,3,3,4,1
39,Homme,5,4,1,7,4,4,2,1,1,3,6,1,5
15,Homme,6,3,1,4,3,2,1,4,1,7,6,4,6
50,Femme,5,2,7,1,6,6,7,2,2,7,3,5,4
32,Homme,2,7,3,3,4,1,1,2,5,5,7,2,4
25,Homme,6,4,6,3,5,1,6,7,1,5,2,7,3
54,Homme,4,7,3,5,7,7,2,4,5,6,3,5,1
28,Homme,2,6,2,4,3,6,2,2,1,1,2,4,7
23,Homme,6,5,7,5,4,3,5,4,2,6,5,7,3
20,Homme,5,6,5,7,1,1,4,7,4,7,4,3,7
15,Femme,2,7,3,4,4,6,6,1,3,1,4,5,5
49,Homme,5,6,7,2,2,3,6,7,5,1,7,1,1
62,Femme,7,6,2,2,7,6,6,5,4,5,2,3,6
38,Femme,6,1,5,4,4,1,1,3,2,2,1,4,3
30,Femme,5,3,3,6,3,6,3,4,2,6,6,3,3
26,Homme,3,7,2,2,3,2,2,7,4,7,5,6,5
61,Femme,3,3,7,7,3,2,3,6,3,3,6,6,6
19,Homme,6,7,5,7,2,2,5,5,4,6,5,3,3
53,Homme,5,6,5,5,7,6,6,3,2,6,4,2,1
43,Homme,5,4,5,7,7,3,6,5,7,3,6,2,5
37,Homme,2,1,6,3,4,7,4,7,4,3,7,5,2
68,Homme,7,1,6,1,1,6,4,3,5,4,7,2,7
27,Homme,1,5,2,5,7,5,5,6,1,1,1,2,5
46,Homme,2,5,4,2,3,7,4,6,4,6,6,1,1
16,Homme,7,6,1,1,1,7,5,3,6,2,1,7,2
38,Homme,5,1,5,7,3,1,6,5,3,1,5,2,7
51,Homme,1,5,4,7,4,6,4,5,3,1,1,7,1
15,Homme,1,2,1,6,7,6,3,2,6,4,4,2,4
62,Femme,1,3,3,5,3,1,7,2,3,6,3,3,7
69,Homme,4,1,4,6,3,6,7,3,1,4,7,4,5
28,Homme,6,6,4,7,7,2,2,6,4,2,7,3,2
60,Homme,6,4,1,1,4,4,4,4,1,3,4,2,1
44,Homme,7,2,5,3,7,6,2,6,7,1,1,6,5
66,Femme,4,6,5,5,1,6,7,7,1,7,6,2,7
20,Homme,7,3,1,5,6,2,6,7,2,3,5,3,4
39,Homme,6,4,4,1,6,7,6,3,3,1,7,6,1
12,Homme,4,2,1,3,7,5,2,5,2,5,1,2,1
58,Femme,1,5,3,7,7,6,3,6,4,3,5,6,3
56,Homme,3,3,5,3,3,5,2,1,4,6,4,1,4
24,Femme,4,5,6,2,1,3,5,6,5,6,7,1,6
50,Femme,4,4,4,2,2,2,6,5,4,7,6,3,5
39,Homme,3,2,5,7,5,3,7,5,7,5,1,5,4
17,Homme,2,1,4,3,6,6,4,2,5,4,5,5,4
50,Femme,3,1,5,5,2,5,7,5,1,5,4,6,4
45,Femme,6,5,2,2,1,4,6,3,1,7,7,4,4
37,Homme,1,1,2,3,3,7,2,1,6,6,4,2,4
17,Homme,4,1,7,7,1,2,7,2,3,6,5,3,4
62,Homme,4,1,5,3,5,3,4,1,7,7,7,7,1
58,Femme,2,2,6,7,4,6,3,3,3,3,5,1,2
40,Femme,5,7,6,3,6,5,5,1,4,7,5,7,2
14,Homme,6,5,3,5,7,3,6,6,6,4,5,7,2
47,Homme,7,2,3,2,5,3,2,4,1,6,6,1,7
49,Homme,2,4,2,6,1,4,1,4,4,3,2,4,1
28,Homme,3,7,7,4,3,6,6,2,4,3,6,3,1
57,Femme,2,6,2,4,3,4,6,6,5,1,6,3,5
60,Homme,3,6,4,5,7,6,7,1,3,1,4,4,1
39,Homme,7,6,1,4,1,4,1,4,4,1,2,3,4
53,Homme,3,2,7,2,2,5,5,5,1,3,3,2,7
24,Homme,4,5,3,7,1,4,1,7,2,7,5,7,4
58,Homme,3,5,3,2,7,1,1,7,6,1,3,4,5
18,Homme,4,6,7,7,7,4,5,5,4,2,6,6,7
17,Femme,3,4,6,3,1,4,6,3,2,2,3,4,6
52,Homme,2,3,6,3,7,5,2,1,3,5,3,4,3
51,Homme,6,1,2,7,2,7,2,3,3,7,3,7,1
63,Homme,3,1,2,7,7,7,1,1,4,1,5,2,1
16,Homme,7,1,3,7,6,7,7,6,4,3,5,7,4
37,Homme,7,4,3,7,6,7,7,5,5,2,2,3,4
70,Femme,1,6,2,2,6,6,2,2,1,5,2,3,7
70,Homme,4,6,7,5,2,2,7,6,7,6,3,2,7
36,Homme,5,4,2,2,7,4,7,3,3,6,7,6,5
32,Homme,7,7,4,3,4,7,3,5,5,2,6,4,6
30,Homme,1,3,5,3,4,7,3,3,5,2,2,3,6
65,Homme,2,4,4,4,7,5,3,1,4,5,1,7,7
30,Homme,5,3,5,6,4,2,4,4,6,1,5,6,3
36,Femme,6,3,1,3,4,6,2,4,6,1,4,5,3
36,Femme,5,1,7,2,6,1,2,6,5,6,5,4,1
19,Homme,1,5,1,2,7,4,6,1,5,5,3,5,4
67,Femme,5,7,3,2,5,1,7,2,1,5,6,4,3
65,Femme,1,6,5,2,4,6,7,2,3,7,1,6,4
51,Homme,3,2,3,5,2,3,2,3,5,7,6,1,1
55,Femme,7,6,7,4,4,6,4,5,2,3,2,3,4
70,Homme,3,2,5,1,5,7,6,3,6,6,4,7,3
52,Homme,6,2,2,2,4,1,3,5,1,7,3,3,3
23,Homme,5,7,4,2,7,6,3,7,4,3,4,4,3
54,Femme,2,4,5,6,7,5,5,4,2,6,5,4,5
49,Femme,3,6,5,7,2,5,4,7,7,6,4,6,6
30,Femme,2,6,7,2,2,6,1,1,1,4,2,1,2
42,Femme,2,4,6,6,3,3,6,6,5,3,1,6,5
36,Homme,1,6,5,1,3,6,2,2,6,1,3,5,4
31,Homme,5,4,3,3,2,2,3,7,6,5,1,5,5
29,Femme,7,3,3,1,1,6,7,4,3,1,5,3,7
14,Homme,5,6,4,2,3,2,4,1,6,2,6,1,6
50,Homme,4,2,4,5,1,1,6,1,3,2,4,1,3
67,Homme,7,4,5,2,7,7,3,5,4,4,6,5,1
60,Homme,6,1,6,4,1,3,4,1,1,2,1,4,7
41,Homme,7,6,7,1,5,2,1,7,3,6,5,3,2
26,Femme,7,5,4,6,2,7,5,4,7,3,3,5,6
64,Homme,6,1,7,4,2,2,4,7,7,4,2,7,1
14,Homme,6,3,7,6,3,7,3,1,1,4,7,5,6
15,Homme,2,6,6,4,4,6,1,6,7,1,4,3,2
44,Femme,7,1,5,4,4,4,6,3,5,5,5,7,4
45,Femme,7,1,7,5,5,2,6,5,4,6,3,3,2
14,Homme,3,4,4,2,3,5,5,3,1,6,5,1,5
69,Homme,1,4,3,4,1,3,4,4,4,2,5,6,2
53,Homme,4,2,1,7,7,6,4,7,5,1,3,3,7
41,Femme,2,7,2,6,4,3,7,4,5,2,2,4,4
34,Homme,6,7,7,7,6,1,1,5,3,3,7,5,1
47,Homme,3,7,4,5,6,6,2,7,1,5,7,2,7
56,Homme,1,6,4,4,6,2,7,5,3,6,6,7,7
12,Homme,4,6,4,1,7,6,1,6,1,3,4,5,2
44,Homme,7,5,2,1,3,5,4,4,6,7,2,2,1
28,Homme,1,1,5,4,7,3,5,3,1,4,4,5,2
14,Homme,6,3,6,7,4,6,4,2,3,5,5,1,7
21,Homme,5,2,4,3,6,7,1,3,1,6,6,7,3
22,Femme,2,6,7,6,1,1,6,1,7,2,4,7,3
28,Homme,1,6,4,3,2,3,5,3,3,7,2,1,3
25,Homme,3,3,2,3,2,6,5,7,6,6,5,3,1
26,Homme,1,4,2,7,3,7,2,4,4,1,7,5,1
52,Homme,3,4,3,5,7,2,2,1,5,3,3,1,4
43,Homme,5,4,7,3,4,1,6,2,1,5,3,3,2
31,Femme,1,2,2,2,7,1,1,3,2,7,6,7,1
20,Homme,2,3,3,3,3,7,5,6,4,7,2,3,5
26,Femme,3,6,4,4,7,2,4,3,7,3,1,3,5
35,Homme,4,1,1,1,7,7,2,6,7,1,2,3,7
46,Homme,1,5,7,4,5,4,6,1,3,4,4,2,3
43,Femme,1,5,4,5,6,4,7,1,5,7,2,6,2
14,Femme,1,6,5,1,6,3,7,4,3,3,3,6,2
70,Homme,4,4,4,1,7,4,2,4,7,2,1,2,5
49,Homme,2,4,3,4,5,1,3,6,1,3,4,2,4
23,Homme,1,5,1,5,3,2,1,3,1,5,7,2,3
13,Homme,1,2,2,5,4,3,3,5,7,2,2,3,1
22,Homme,3,1,4,4,7,4,5,4,6,4,5,3,4
30,Homme,5,2,4,5,4,2,1,3,4,6,2,4,1
53,Femme,7,4,3,4,5,1,5,1,1,5,6,7,6
37,Homme,5,3,1,7,2,4,5,3,1,4,3,7,2
18,Femme,4,4,7,3,4,4,1,1,7,2,2,4,4
31,Homme,7,2,3,5,6,1,7,1,6,2,5,6,4
19,Femme,4,7,4,4,1,7,2,6,7,3,2,3,2
46,Homme,3,5,3,7,4,4,4,5,7,3,7,4,4
25,Homme,1,5,2,7,2,1,2,1,4,1,4,6,7
50,Homme,4,7,2,4,2,7,6,7,7,3,5,5,2
62,Femme,2,6,4,3,6,3,3,5,2,6,1,7,1
44,Homme,5,5,5,2,4,4,4,6,7,2,7,2,4
44,Homme,5,1,6,1,2,6,5,5,6,3,5,2,1
37,Femme,3,2,4,1,1,1,7,5,3,1,7,3,7
19,Homme,4,2,7,7,2,2,7,3,2,4,7,3,3
13,Homme,6,7,1,4,4,4,6,6,4,6,1,4,7
16,Homme,6,6,5,7,3,5,4,3,2,1,5,2,1
68,Homme,5,7,6,5,6,7,4,3,1,4,5,1,4
47,Homme,7,7,7,5,5,2,4,7,7,2,7,3,3
26,Femme,7,7,4,2,1,7,4,4,4,4,3,5,3
35,Homme,4,2,5,4,4,3,5,2,3,3,2,3,2
22,Homme,1,3,5,2,3,1,4,3,2,5,5,1,2
40,Homme,2,7,1,4,2,5,2,2,2,1,3,1,2
32,Femme,2,2,5,3,4,7,2,2,7,3,5,5,4
47,Homme,3,2,5,4,5,1,2,7,3,7,3,1,5
14,Homme,6,6,5,2,3,3,1,1,3,4,2,5,2
54,Homme,1,5,7,2,7,7,2,1,4,3,2,5,7
43,Homme,3,7,4,6,3,3,6,3,4,7,5,3,5
25,Homme,1,1,3,6,4,6,2,6,2,2,4,2,7
37,Femme,5,1,5,2,3,3,4,4,6,7,3,6,4
64,Femme,1,7,3,7,1,6,5,6,3,5,6,1,2
45,Homme,4,3,2,2,3,7,1,6,7,5,6,1,7
58,Femme,6,5,5,5,4,6,2,5,4,5,3,7,6
29,Homme,1,6,1,5,1,1,3,2,3,5,6,3,7
48,Homme,6,6,3,2,6,6,3,4,4,3,3,7,7
31,Homme,3,7,5,1,7,4,7,4,3,4,2,5,4
20,Homme,5,1,5,3,6,6,2,3,3,2,1,4,1
25,Homme,7,4,6,7,7,4,1,1,3,6,5,3,3
21,Homme,4,4,7,6,6,3,2,4,6,1,3,4,3
68,Homme,1,7,1,2,4,5,2,7,4,6,4,1,5
26,Femme,7,1,1,7,5,7,5,6,2,4,7,4,7
36,Homme,3,6,1,3,5,5,1,5,1,7,2,4,2
17,Homme,3,2,2,3,6,3,7,4,6,5,1,1,5
22,Homme,5,3,4,7,6,5,6,3,5,2,7,6,6
22,Homme,6,6,3,7,6,6,7,3,2,1,3,7,6
69,Homme,1,6,3,6,6,3,4,6,7,6,6,5,2
27,Homme,2,5,3,4,7,3,1,7,5,7,5,6,6
39,Homme,2,1,3,4,2,2,5,7,6,4,1,2,1
64,Femme,7,4,3,2,3,2,7,7,2,5,3,4,6
26,Homme,5,5,7,7,1,2,6,5,5,2,5,2,5
42,Homme,3,1,3,2,2,1,6,1,1,2,2,2,3
16,Homme,2,1,3,7,7,3,5,1,7,6,2,4,4
23,Homme,3,1,5,3,5,2,6,1,2,5,5,6,6
21,Homme,6,2,1,6,5,3,6,1,3,3,7,7,6
22,Homme,1,6,2,5,6,5,2,4,7,4,6,3,3
60,Homme,4,7,6,2,7,4,5,6,4,1,7,1,7
23,Femme,3,7,3,1,2,7,6,3,5,2,7,1,1
21,Homme,4,5,7,5,6,2,7,7,4,2,5,5,6
34,Homme,3,6,3,7,4,4,5,2,2,7,3,7,5
14,Femme,6,2,6,5,7,4,6,4,5,2,1,3,6
26,Femme,5,6,2,2,6,6,1,3,7,2,6,1,5
34,Homme,6,7,4,2,2,1,4,6,5,6,6,4,4
40,Homme,7,5,5,4,3,4,5,1,1,7,1,4,4
69,Femme,6,7,1,4,6,6,1,7,5,4,3,5,5
64,Homme,1,4,4,4,7,5,3,2,2,3,7,6,1
36,Homme,1,3,4,3,2,5,7,7,3,4,7,2,4
65,Homme,1,4,1,3,7,7,1,6,7,5,6,3,4
12,Femme,1,5,1,5,1,2,1,4,1,5,6,1,6
59,Homme,6,1,4,2,1,4,6,4,5,6,7,7,3
61,Homme,3,4,5,4,5,1,2,1,3,6,3,2,3
14,Homme,1,2,3,2,7,6,1,2,1,7,1,4,5
19,Homme,5,6,1,7,3,4,6,1,6,1,6,2,3
44,Homme,6,3,6,7,6,5,7,1,6,3,6,5,2
61,Homme,7,3,5,7,5,2,5,6,1,7,6,1,5
49,Homme,3,3,1,5,3,1,2,5,5,6,5,1,4
61,Homme,4,6,2,6,5,3,2,4,1,5,3,5,7
48,Homme,1,5,1,5,2,2,2,4,3,5,1,6,4
45,Homme,7,4,1,2,1,2,1,5,3,5,1,2,4
57,Homme,3,2,6,7,7,7,1,2,4,1,3,1,6
47,Homme,6,4,1,7,3,4,6,2,4,6,7,5,3
28,Homme,7,7,1,4,1,4,6,2,5,5,6,6,1
18,Homme,4,3,4,4,2,7,7,5,1,7,1,4,4
13,Homme,5,3,7,4,3,7,7,1,4,7,3,6,7
15,Homme,5,6,2,2,4,2,4,5,2,3,1,7,6
49,Homme,2,2,1,3,5,1,3,7,6,1,5,4,5
56,Homme,3,2,5,1,6,1,4,5,7,7,5,1,2
13,Homme,1,7,1,4,6,1,3,5,1,3,4,3,6
56,Homme,4,5,7,1,6,5,1,2,2,2,2,3,2
59,Homme,6,2,1,7,1,2,7,7,5,5,5,7,2
26,Homme,3,6,6,5,5,2,6,3,2,3,4,1,2
50,Homme,5,2,3,1,6,7,4,5,2,7,3,1,6
44,Homme,5,2,5,1,6,4,5,7,6,5,3,2,5
50,Homme,4,7,7,4,4,4,2,5,3,7,3,3,2
54,Homme,2,4,2,6,3,4,6,1,7,6,4,1,3
13,Femme,3,2,3,3,7,3,1,7,1,3,3,2,6
12,Femme,1,2,5,7,2,5,6,3,1,5,2,2,4
64,Homme,4,3,2,1,4,1,4,1,4,5,7,1,6
70,Homme,7,7,7,5,5,6,2,7,2,1,1,6,5
45,Homme,6,4,6,7,6,5,5,7,1,6,6,2,4
49,Homme,6,3,7,4,1,1,2,2,1,5,1,2,1
26,Homme,2,6,4,3,6,4,7,1,4,4,7,1,6
39,Homme,2,4,5,2,4,7,5,7,5,7,3,1,6
28,Femme,5,5,1,5,4,4,2,2,5,6,7,7,2
20,Homme,2,7,7,3,5,7,2,3,6,2,1,5,7
64,Femme,5,6,4,3,4,6,4,4,3,2,1,5,6
15,Homme,5,2,2,2,7,3,6,2,6,2,1,4,2
23,Homme,7,5,5,4,5,1,6,3,1,5,1,6,4
49,Femme,5,4,5,1,1,6,1,2,6,6,3,5,6
59,Homme,1,7,1,2,3,7,1,2,4,4,4,3,3
49,Homme,7,7,5,7,7,5,4,7,7,4,5,5,3
63,Homme,3,1,7,7,1,7,3,4,5,3,6,1,3
67,Homme,5,7,4,6,6,3,4,5,4,2,4,5,1
12,Femme,2,7,6,2,6,4,4,6,5,3,6,7,6
39,Femme,7,4,5,2,5,7,2,3,6,1,2,5,2
